HOME_CBG,STREET_ADDRESS,LATITUDE,LONGITUDE,YearRange,Average_Visits
130630405262,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630405262,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
130630405263,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130630405263,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,4.0
130630406061,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
130630406061,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130630406061,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,30.0
130630406061,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406062,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.5
130630406062,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406081,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,40.142857142857146
130630406081,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406081,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.9
130630406082,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130630406082,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406082,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406082,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.9
130630406091,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,6.0
130630406091,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.0
130630406092,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406093,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130630406093,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130630406093,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406112,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406113,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.5
130630406113,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,4.0
130630406113,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406132,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,8.5
130630406132,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406133,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130630406141,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,6.0
130630406141,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
130630406142,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406142,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406143,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406151,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130630406151,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.0
130630406151,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406161,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130630406161,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,9.0
130630406161,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406163,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130630406201,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130630406201,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,4.5
130630406201,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406211,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130630406211,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,29.0
130630406212,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,3.0
130630406212,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406212,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406212,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.75
130630406221,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
130630406221,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406221,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406222,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130630406223,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130639800001,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,51.0
130639800001,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,50.0
130639800001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,46.5
130639800001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,181.72727272727272
130639800001,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130639800001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.666666666666667
130639800001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130670301014,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,6.0
130670301033,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,9.0
130670302091,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670302151,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,7.0
130670302181,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130670302181,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130670302281,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
130670302282,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130670302282,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670302282,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670302283,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,9.0
130670302283,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670302292,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670302393,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,35.0
130670303111,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130670303111,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,8.0
130670303123,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670303222,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130670303331,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670303391,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
130670303433,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.75
130670303442,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130670303451,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,11.0
130670303451,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,8.0
130670303451,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670303453,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670304081,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
130670304081,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,13.0
130670304081,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
130670304091,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130670304101,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130670304122,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,7.0
130670304132,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
130670304133,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670304141,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,7.5
130670304142,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670305054,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,15.0
130670305061,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,11.0
130670306013,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,2.5
130670306021,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
130670308002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,10.666666666666666
130670308002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670309022,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670309022,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670309024,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670309052,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,6.0
130670310013,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
130670310051,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670311141,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
130670311144,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670311172,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130670312052,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130670312052,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,7.666666666666667
130670312061,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,9.0
130670312061,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670313061,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,7.5
130670313061,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670313062,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130670313082,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130670313102,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130670313102,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,12.666666666666666
130670313111,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670313111,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670313113,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
130670313113,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670313124,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130670313131,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130670314055,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130670314055,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670314062,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,4.333333333333333
130670314062,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670315033,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130670315062,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
130670315092,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670315093,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130670315095,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
130719703001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,6.0
130719704002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130719706002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
130719706002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,7.0
130719706003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,6.0
130730301053,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771701001,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,51.0
130771701001,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,57.0
130771701001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,45.333333333333336
130771701001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,505.09090909090907
130771701001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771701001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
130771701002,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,61.0
130771701002,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,78.0
130771701002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,58.166666666666664
130771701002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,707.8181818181819
130771701002,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771701002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771701002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771701003,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,51.0
130771701003,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,57.0
130771701003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,39.333333333333336
130771701003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,410.90909090909093
130771701003,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771701003,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771701003,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.8
130771702001,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,41.0
130771702001,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,92.0
130771702001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,69.16666666666667
130771702001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,693.2727272727273
130771702001,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771702001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771702001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771702002,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,37.5
130771702002,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,85.0
130771702002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,55.666666666666664
130771702002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,306.0
130771702002,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771702002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771702002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
130771702003,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,17.5
130771702003,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,36.0
130771702003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,18.5
130771702003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,216.9090909090909
130771702003,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771702004,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,20.5
130771702004,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,43.0
130771702004,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,38.166666666666664
130771702004,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,362.0
130771702004,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771702004,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771702004,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
130771703031,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,77.5
130771703031,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,163.0
130771703031,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,95.16666666666667
130771703031,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,1009.0909090909091
130771703031,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703031,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.666666666666667
130771703031,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771703041,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,17.5
130771703041,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,15.0
130771703041,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,27.25
130771703041,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,169.1818181818182
130771703041,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703042,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,57.5
130771703042,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,92.0
130771703042,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,52.166666666666664
130771703042,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,749.7272727272727
130771703042,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703042,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703042,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771703043,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,40.5
130771703043,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,64.0
130771703043,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,47.333333333333336
130771703043,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,400.6363636363636
130771703043,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703043,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703043,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.888888888888889
130771703051,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,178.5
130771703051,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,234.0
130771703051,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,169.16666666666666
130771703051,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,1341.909090909091
130771703051,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703051,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.428571428571429
130771703051,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771703052,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,188.5
130771703052,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,205.0
130771703052,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,184.0
130771703052,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,1799.090909090909
130771703052,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703052,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.142857142857143
130771703052,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771703053,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,24.5
130771703053,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,50.0
130771703053,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,29.0
130771703053,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,328.3636363636364
130771703053,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703053,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
130771703061,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,51.0
130771703061,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,57.0
130771703061,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,83.33333333333333
130771703061,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,637.2727272727273
130771703061,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703061,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703061,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771703062,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,101.5
130771703062,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,106.0
130771703062,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,97.33333333333333
130771703062,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,943.6363636363636
130771703062,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703062,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.142857142857143
130771703062,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771703063,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,256.0
130771703063,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,234.0
130771703063,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,247.83333333333334
130771703063,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,3926.4545454545455
130771703063,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703063,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771703063,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771704021,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
130771704021,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,10.0
130771704021,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,149.72727272727272
130771704021,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771704021,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771704021,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771704022,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,54.5
130771704022,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,92.0
130771704022,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,48.0
130771704022,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,350.0
130771704022,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,6.5
130771704022,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,6.428571428571429
130771704022,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,8.181818181818182
130771704023,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,24.0
130771704023,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,36.0
130771704023,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,23.666666666666668
130771704023,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,212.45454545454547
130771704023,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,5.5
130771704023,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,7.285714285714286
130771704023,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,6.818181818181818
130771704031,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,17.5
130771704031,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,36.0
130771704031,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,26.166666666666668
130771704031,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,280.8181818181818
130771704031,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771704031,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771704031,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771704032,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,88.0
130771704032,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,113.0
130771704032,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,80.5
130771704032,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,562.0909090909091
130771704032,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771704032,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.142857142857143
130771704032,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771704041,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,44.5
130771704041,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,22.0
130771704041,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,40.333333333333336
130771704041,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,368.09090909090907
130771704041,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771704041,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
130771704041,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
130771704042,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,51.0
130771704042,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,64.0
