HOME_CBG,STREET_ADDRESS,LATITUDE,LONGITUDE,YearRange,Average_Visits
131210032001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210035001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.0
131210035001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210035002,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,10.5
131210035002,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210035002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
131210035002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,23.0
131210035002,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210035002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210036001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210038001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210049001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,4.0
131210053003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,10.0
131210055011,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210062001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210062002,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210063001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,3.0
131210065002,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210066021,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210067001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210067002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,10.0
131210069002,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210069002,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210072001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,6.0
131210072001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210072002,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210072002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,3.0
131210073003,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210073003,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210073003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,15.0
131210074001,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210074001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
131210074001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,8.0
131210074001,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210074001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210074002,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210074002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,15.0
131210074002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.666666666666667
131210075001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.0
131210076022,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210077031,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.0
131210077032,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,15.0
131210077043,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210077052,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
131210077061,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210077061,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210077061,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,3.6666666666666665
131210077061,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210077062,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210077063,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210077063,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210078021,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
131210078021,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210078051,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,27.0
131210078051,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210078052,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210078052,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210078052,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.666666666666667
131210078052,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,8.0
131210078052,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210078061,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,7.0
131210078061,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210078071,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210078071,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210078081,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210079003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,7.0
131210079003,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210081011,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210081021,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
131210081021,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210082022,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
131210082024,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210082024,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210083011,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,4.0
131210083012,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.0
131210083012,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210084001,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,15.0
131210084002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210086022,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210086022,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,1.0
131210088001,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
131210089021,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210089021,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,3.0
131210089021,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210089021,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210089022,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,4.5
131210091011,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210092001,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210092002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210092003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210093002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210093003,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210095021,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210095022,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,7.0
131210096012,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210096023,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210096023,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,26.0
131210096023,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210096032,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210096032,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210098011,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210098022,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210100011,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,4.0
131210100023,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,6.0
131210100023,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210101101,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
131210101101,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,4.0
131210101101,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210101101,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210101102,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,11.0
131210101102,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210101103,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210101151,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,11.333333333333334
131210101151,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210101211,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,15.0
131210101211,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210102103,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210102112,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210103011,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,74.81818181818181
131210103011,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210103011,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210103011,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
131210103012,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,15.0
131210103012,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,23.0
131210103012,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,31.1
131210103012,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210103012,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210103012,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.8
131210103031,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210103031,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210103032,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210103032,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.5
131210103032,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,18.714285714285715
131210103032,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210103041,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210103041,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210103042,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,11.0
131210103042,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,27.375
131210103042,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210103042,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
131210104001,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,24.0
131210104001,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210104001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,21.333333333333332
131210104001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,122.54545454545455
131210104001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210104001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.888888888888889
131210104002,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,10.5
131210104002,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,15.0
131210104002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,19.0
131210104002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,50.0
131210104002,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210104002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210104002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
131210104003,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,30.5
131210104003,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,15.0
131210104003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,21.0
131210104003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,307.54545454545456
131210104003,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210104003,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210104003,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
131210104004,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,34.5
131210104004,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,36.0
131210104004,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,21.0
131210104004,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,106.9090909090909
131210104004,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210104004,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210104004,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.888888888888889
131210105071,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
131210105072,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.666666666666667
131210105072,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210105072,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105073,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210105074,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105081,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
131210105081,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210105081,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,13.25
131210105081,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.5
131210105081,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105081,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
131210105101,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
131210105101,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,15.0
131210105101,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.333333333333333
131210105101,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.333333333333333
131210105101,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105101,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105102,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
131210105102,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,15.0
131210105102,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.666666666666666
131210105102,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,25.75
131210105102,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105102,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105103,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,31.0
131210105103,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,29.0
131210105103,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,25.833333333333332
131210105103,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,139.1818181818182
131210105103,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,5.5
131210105103,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,5.428571428571429
131210105103,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
131210105104,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,33.0
131210105104,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105111,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,32.0
131210105112,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210105112,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,11.0
131210105112,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,18.75
131210105113,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,15.0
131210105113,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,6.5
131210105113,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,6.0
131210105121,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,33.333333333333336
131210105121,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105122,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.5
131210105122,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,1.0
131210105122,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105123,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210105123,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,13.5
131210105123,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,26.571428571428573
131210105123,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105123,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105123,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
131210105131,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210105131,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,33.142857142857146
131210105131,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105132,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,15.0
131210105132,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,47.2
131210105132,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105132,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.857142857142857
131210105133,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210105133,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,9.666666666666666
131210105133,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,39.77777777777778
131210105133,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105133,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,4.0
131210105141,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,10.5
131210105141,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,13.0
131210105141,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,61.63636363636363
131210105141,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105141,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105141,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
131210105142,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,17.5
131210105142,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,22.0
131210105142,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,15.8
131210105142,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,106.81818181818181
131210105142,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105142,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.714285714285714
131210105142,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
131210105143,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210105143,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.666666666666667
131210105143,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,76.0909090909091
131210105143,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105143,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105143,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.909090909090909
131210105151,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
131210105151,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,24.875
131210105151,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105151,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2024-2025,3.9
131210105161,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,15.5
131210105161,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210105162,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210105162,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,25.833333333333332
131210106011,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210106012,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,15.0
131210106031,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
131210106031,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,1.0
131210106041,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,4.0
131210106042,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
131210106043,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210108001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,6.0
131210108003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,9.666666666666666
131210108003,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,12.0
131210108003,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210108003,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210108006,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210110002,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,27.333333333333332
131210111001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,15.0
131210111001,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210111001,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210111002,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210112012,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210112013,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210112023,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210112025,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,16.0
131210113015,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210113015,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210113015,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210113031,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,24.5
131210113033,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
131210113035,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,8.0
131210113051,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,14.0
131210113051,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,8.0
131210113052,1025 Ga 34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210113052,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,24.0
131210113053,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210113062,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
131210113062,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,22.0
131210114054,2717 Ga 54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210114173,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,7.0
131210114181,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210114184,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,8.0
131210114221,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
131210114231,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210114232,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,8.0
131210115061,2717 Ga-54 In Walmart Supercenter,33.401154,-84.599935,2022-2023,4.0
131210116113,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2022-2023,8.0
131210116121,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,5.0
131210116143,1025 Ga-34 Walmart Supercenter,33.393687,-84.74375,2024-2025,29.666666666666668
131210119002,1025 Ga-34 Walmart Supercenter,33.3935,-84.743611,2022-2023,8.0
