index,page,link,partition_key,file_name,file_extension,file_size_bytes,modified_at,external_id,download_link,partition_key_dt,date,is_weekday,year,month,date_dt
20,1,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cebe1f7633f7/link,2021-05-03,part-00000-tid-2786977068014608113-fe218334-e7f2-4bfd-b13d-8f8f82592406-479534-1-c000.snappy.parquet,.snappy.parquet,376276184,2025-02-11T19:04:08.929000+00:00,dwll_01980f4c-0949-7e91-a666-cebe1f7633f7,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cebe1f7633f7/link,2021-05-03,2021-05-03,True,2021,5,2021-05-03
21,1,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cecc6ce8076c/link,2021-05-03,part-00001-tid-2786977068014608113-fe218334-e7f2-4bfd-b13d-8f8f82592406-479529-1-c000.snappy.parquet,.snappy.parquet,376815370,2025-02-11T18:46:19.835000+00:00,dwll_01980f4c-0949-7e91-a666-cecc6ce8076c,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cecc6ce8076c/link,2021-05-03,2021-05-03,True,2021,5,2021-05-03
22,1,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cedc188959b4/link,2021-05-03,part-00002-tid-2786977068014608113-fe218334-e7f2-4bfd-b13d-8f8f82592406-479538-1-c000.snappy.parquet,.snappy.parquet,372473967,2025-02-11T18:50:39.630000+00:00,dwll_01980f4c-0949-7e91-a666-cedc188959b4,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cedc188959b4/link,2021-05-03,2021-05-03,True,2021,5,2021-05-03
23,1,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cee286479320/link,2021-05-03,part-00003-tid-2786977068014608113-fe218334-e7f2-4bfd-b13d-8f8f82592406-479536-1-c000.snappy.parquet,.snappy.parquet,351756712,2025-02-11T18:53:56.510000+00:00,dwll_01980f4c-0949-7e91-a666-cee286479320,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cee286479320/link,2021-05-03,2021-05-03,True,2021,5,2021-05-03
24,1,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cef74dc03adf/link,2021-05-03,part-00004-tid-2786977068014608113-fe218334-e7f2-4bfd-b13d-8f8f82592406-479537-1-c000.snappy.parquet,.snappy.parquet,389911467,2025-02-11T18:57:38.541000+00:00,dwll_01980f4c-0949-7e91-a666-cef74dc03adf,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cef74dc03adf/link,2021-05-03,2021-05-03,True,2021,5,2021-05-03
25,1,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cf0e3a9898e5/link,2021-05-03,part-00005-tid-2786977068014608113-fe218334-e7f2-4bfd-b13d-8f8f82592406-479532-1-c000.snappy.parquet,.snappy.parquet,369315191,2025-02-11T19:04:48.278000+00:00,dwll_01980f4c-0949-7e91-a666-cf0e3a9898e5,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cf0e3a9898e5/link,2021-05-03,2021-05-03,True,2021,5,2021-05-03
26,1,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cf1815579a37/link,2021-05-03,part-00006-tid-2786977068014608113-fe218334-e7f2-4bfd-b13d-8f8f82592406-479531-1-c000.snappy.parquet,.snappy.parquet,372462891,2025-02-11T18:46:19.833000+00:00,dwll_01980f4c-0949-7e91-a666-cf1815579a37,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cf1815579a37/link,2021-05-03,2021-05-03,True,2021,5,2021-05-03
27,1,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cf2aa4799581/link,2021-05-03,part-00007-tid-2786977068014608113-fe218334-e7f2-4bfd-b13d-8f8f82592406-479533-1-c000.snappy.parquet,.snappy.parquet,370730848,2025-02-11T18:50:39.636000+00:00,dwll_01980f4c-0949-7e91-a666-cf2aa4799581,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cf2aa4799581/link,2021-05-03,2021-05-03,True,2021,5,2021-05-03
28,1,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cf33a801bb85/link,2021-05-03,part-00008-tid-2786977068014608113-fe218334-e7f2-4bfd-b13d-8f8f82592406-479535-1-c000.snappy.parquet,.snappy.parquet,379625365,2025-02-11T18:53:56.533000+00:00,dwll_01980f4c-0949-7e91-a666-cf33a801bb85,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cf33a801bb85/link,2021-05-03,2021-05-03,True,2021,5,2021-05-03
29,1,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cf44890cdcfc/link,2021-05-03,part-00009-tid-2786977068014608113-fe218334-e7f2-4bfd-b13d-8f8f82592406-479530-1-c000.snappy.parquet,.snappy.parquet,347696690,2025-02-11T19:04:08.886000+00:00,dwll_01980f4c-0949-7e91-a666-cf44890cdcfc,https://app.deweydata.io/api/v1/downloads/01980f4c-0949-7e91-a666-cf44890cdcfc/link,2021-05-03,2021-05-03,True,2021,5,2021-05-03
