index,page,link,partition_key,file_name,file_extension,file_size_bytes,modified_at,external_id,download_link
0,1,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-580554c970b5/link,2022-07-01,part-00000-tid-1552334632860117434-a54f6308-31d0-4b84-bffc-2366067efef8-21880-1-c000.snappy.parquet,.snappy.parquet,430047464,2025-02-11T18:55:19.714000+00:00,dwll_01980e5e-55c5-7940-b1c7-580554c970b5,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-580554c970b5/link
1,1,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-581f6aa4d32a/link,2022-07-01,part-00001-tid-1552334632860117434-a54f6308-31d0-4b84-bffc-2366067efef8-21886-1-c000.snappy.parquet,.snappy.parquet,476906855,2025-02-11T18:58:32.359000+00:00,dwll_01980e5e-55c5-7940-b1c7-581f6aa4d32a,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-581f6aa4d32a/link
2,1,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-58260df68654/link,2022-07-01,part-00002-tid-1552334632860117434-a54f6308-31d0-4b84-bffc-2366067efef8-21879-1-c000.snappy.parquet,.snappy.parquet,474674177,2025-02-11T18:44:26.965000+00:00,dwll_01980e5e-55c5-7940-b1c7-58260df68654,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-58260df68654/link
3,1,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-5836d8226783/link,2022-07-01,part-00003-tid-1552334632860117434-a54f6308-31d0-4b84-bffc-2366067efef8-21882-1-c000.snappy.parquet,.snappy.parquet,444832373,2025-02-11T18:48:14.740000+00:00,dwll_01980e5e-55c5-7940-b1c7-5836d8226783,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-5836d8226783/link
4,1,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-58494970c028/link,2022-07-01,part-00004-tid-1552334632860117434-a54f6308-31d0-4b84-bffc-2366067efef8-21878-1-c000.snappy.parquet,.snappy.parquet,431433642,2025-02-11T18:52:05.357000+00:00,dwll_01980e5e-55c5-7940-b1c7-58494970c028,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-58494970c028/link
5,1,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-5859c3951cbe/link,2022-07-01,part-00005-tid-1552334632860117434-a54f6308-31d0-4b84-bffc-2366067efef8-21884-1-c000.snappy.parquet,.snappy.parquet,442854659,2025-02-11T18:55:19.706000+00:00,dwll_01980e5e-55c5-7940-b1c7-5859c3951cbe,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-5859c3951cbe/link
6,1,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-586605ed132f/link,2022-07-01,part-00006-tid-1552334632860117434-a54f6308-31d0-4b84-bffc-2366067efef8-21885-1-c000.snappy.parquet,.snappy.parquet,461426743,2025-02-11T18:58:32.327000+00:00,dwll_01980e5e-55c5-7940-b1c7-586605ed132f,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-586605ed132f/link
7,1,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-587bd7d0aebf/link,2022-07-01,part-00007-tid-1552334632860117434-a54f6308-31d0-4b84-bffc-2366067efef8-21883-1-c000.snappy.parquet,.snappy.parquet,446304763,2025-02-11T18:44:26.965000+00:00,dwll_01980e5e-55c5-7940-b1c7-587bd7d0aebf,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-587bd7d0aebf/link
8,1,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-58851a45319a/link,2022-07-01,part-00008-tid-1552334632860117434-a54f6308-31d0-4b84-bffc-2366067efef8-21881-1-c000.snappy.parquet,.snappy.parquet,457914921,2025-02-11T18:48:14.736000+00:00,dwll_01980e5e-55c5-7940-b1c7-58851a45319a,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-58851a45319a/link
9,1,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-589352354c83/link,2022-07-01,part-00009-tid-1552334632860117434-a54f6308-31d0-4b84-bffc-2366067efef8-21887-1-c000.snappy.parquet,.snappy.parquet,450275925,2025-02-11T18:55:19.645000+00:00,dwll_01980e5e-55c5-7940-b1c7-589352354c83,https://app.deweydata.io/api/v1/downloads/01980e5e-55c5-7940-b1c7-589352354c83/link
