Start,Stop,County_StateAbb,County,StateAbb,Obesity,StateGroup,Overweight,Ncount,N_DiagnosedHTN,State,Ncount_nested,fips
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"TRANSYLVANIA, NC",TRANSYLVANIA,NC,29.3,State Group 1,31.8,21118,9275,North Carolina,21118,37175
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"DOUGLAS, KS",DOUGLAS,KS,29.2,State Group 1,25.9,28064,9420,Kansas,28064,20045
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SAINT CLAIR, MO",SAINT CLAIR,MO,29.2,State Group 1,24.6,852,361,Missouri,852,29185
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"PUTNAM, MO",PUTNAM,MO,29.2,State Group 1,22.7,736,214,Missouri,736,29171
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"APPLING, GA",APPLING,GA,29.2,State Group 1,21.6,606,171,Georgia,606,13001
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"HANCOCK, IL",HANCOCK,IL,29.2,State Group 1,19.5,3042,1120,Illinois,3042,17067
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MOTLEY, TX",MOTLEY,TX,29.2,State Group 1,27.1,48,17,Texas,48,48345
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"PULASKI, GA",PULASKI,GA,29.1,State Group 1,24.1,398,119,Georgia,398,13235
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CHATHAM, NC",CHATHAM,NC,29.1,State Group 1,29.6,49532,23771,North Carolina,49532,37037
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"COWLEY, KS",COWLEY,KS,29.1,State Group 1,20.1,1045,316,Kansas,1045,20035
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"DUPAGE, IL",DUPAGE,IL,29.1,State Group 1,30.3,266128,86616,Illinois,266128,17043
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"QUITMAN, GA",QUITMAN,GA,29.1,State Group 1,23.5,358,188,Georgia,358,13239
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"DECATUR, GA",DECATUR,GA,29,State Group 1,23.9,1650,598,Georgia,1650,13087
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"LAURENS, GA",LAURENS,GA,29,State Group 1,21.4,2184,586,Georgia,2184,13175
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MORGAN, MO",MORGAN,MO,29,State Group 1,26.3,782,340,Missouri,782,29141
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CALLAHAN, TX",CALLAHAN,TX,29,State Group 1,23.4,1037,332,Texas,1037,48059
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MUSCOGEE, GA",MUSCOGEE,GA,29,State Group 1,22.4,8518,2311,Georgia,8518,13215
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SAINT LOUIS CITY, MO",SAINT LOUIS CITY,MO,29,State Group 1,21.9,15821,3585,Missouri,15821,29510
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BOONE, KY",BOONE,KY,28.9,State Group 1,24,35597,10909,Kentucky,35597,21015
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BAYLOR, TX",BAYLOR,TX,28.9,State Group 1,22.1,190,74,Texas,190,48023
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"KIMBLE, TX",KIMBLE,TX,28.9,State Group 1,22.8,619,248,Texas,619,48267
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"JASPER, TX",JASPER,TX,28.9,State Group 1,24.5,3155,863,Texas,3155,48241
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"TOOMBS, GA",TOOMBS,GA,28.9,State Group 1,24.1,863,233,Georgia,863,13279
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MONROE, KY",MONROE,KY,28.8,State Group 1,18.4,572,155,Kentucky,572,21171
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CHAUTAUQUA, KS",CHAUTAUQUA,KS,28.8,State Group 1,28.4,215,57,Kansas,215,20019
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"OREGON, MO",OREGON,MO,28.8,State Group 1,15.4,775,212,Missouri,775,29149
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BARTON, MO",BARTON,MO,28.8,State Group 1,21.8,633,202,Missouri,633,29011
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WARE, GA",WARE,GA,28.7,State Group 1,23,1686,591,Georgia,1686,13299
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"PIERCE, GA",PIERCE,GA,28.7,State Group 1,23.7,871,306,Georgia,871,13229
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"HARDEMAN, TX",HARDEMAN,TX,28.7,State Group 1,23.5,251,92,Texas,251,48197
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SWAIN, NC",SWAIN,NC,28.6,State Group 1,23.9,1215,332,North Carolina,1215,37173
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"KING, TX",KING,TX,NA,State Group 1,NA,10 or fewer,10 or fewer,Texas,NA,48269
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MONTGOMERY, MO",MONTGOMERY,MO,28.6,State Group 1,20.2,119,28,Missouri,119,29139
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"LAMB, TX",LAMB,TX,28.5,State Group 1,25.3,375,105,Texas,375,48279
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"IRWIN, GA",IRWIN,GA,28.5,State Group 1,24.4,533,232,Georgia,533,13155
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"TELFAIR, GA",TELFAIR,GA,28.5,State Group 1,18.3,372,123,Georgia,372,13271
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WATAUGA, NC",WATAUGA,NC,28.5,State Group 1,34.6,27025,9434,North Carolina,27025,37189
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"LAWRENCE, KY",LAWRENCE,KY,28.5,State Group 1,17.1,3536,857,Kentucky,3536,21127
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"LEE, NC",LEE,NC,28.4,State Group 1,20,22678,8780,North Carolina,22678,37105
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"ALEXANDER, NC",ALEXANDER,NC,28.4,State Group 1,20.5,5427,1508,North Carolina,5427,37003
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"LAVACA, TX",LAVACA,TX,28.3,State Group 1,23.5,2367,671,Texas,2367,48285
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"NEW HANOVER, NC",NEW HANOVER,NC,28.3,State Group 1,31.9,118234,39394,North Carolina,118234,37129
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"ELK, KS",ELK,KS,28.3,State Group 1,21.2,113,35,Kansas,113,20049
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CLOUD, KS",CLOUD,KS,28.3,State Group 1,19.6,799,331,Kansas,799,20029
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"TWIGGS, GA",TWIGGS,GA,28.3,State Group 1,21.7,276,95,Georgia,276,13289
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"TERRELL, TX",TERRELL,TX,28.2,State Group 1,23.9,117,36,Texas,117,48443
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WILLIAMSON, IL",WILLIAMSON,IL,28.2,State Group 1,21.8,14765,7349,Illinois,14765,17199
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"GALLATIN, IL",GALLATIN,IL,28.2,State Group 1,19,2138,911,Illinois,2138,17059
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"THOMAS, GA",THOMAS,GA,28,State Group 1,20.4,2236,735,Georgia,2236,13275
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"LEWIS, MO",LEWIS,MO,27.9,State Group 1,12.7,204,56,Missouri,204,29111
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CATAWBA, NC",CATAWBA,NC,27.9,State Group 1,21.5,34222,9477,North Carolina,34222,37035
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WHITE, IL",WHITE,IL,27.9,State Group 1,18.2,6040,2248,Illinois,6040,17193
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CLARK, IL",CLARK,IL,27.9,State Group 1,18.3,2181,769,Illinois,2181,17023
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"PARMER, TX",PARMER,TX,27.9,State Group 1,22.3,1568,409,Texas,1568,48369
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MONTGOMERY, NC",MONTGOMERY,NC,27.9,State Group 1,21,3747,1347,North Carolina,3747,37123
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MCPHERSON, KS",MCPHERSON,KS,27.8,State Group 1,23.3,1088,333,Kansas,1088,20113
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SCOTLAND, NC",SCOTLAND,NC,27.8,State Group 1,17.8,5537,1763,North Carolina,5537,37165
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"GREELEY, KS",GREELEY,KS,27.8,State Group 1,23.2,151,40,Kansas,151,20071
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"ORANGE, TX",ORANGE,TX,27.8,State Group 1,22.2,7309,1841,Texas,7309,48361
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MILLER, MO",MILLER,MO,27.8,State Group 1,20.6,738,177,Missouri,738,29131
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"YOUNG, TX",YOUNG,TX,27.8,State Group 1,26.6,1721,719,Texas,1721,48503
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BUNCOMBE, NC",BUNCOMBE,NC,27.8,State Group 1,28.3,93031,26933,North Carolina,93031,37021
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BIBB, GA",BIBB,GA,27.7,State Group 1,21,7662,2178,Georgia,7662,13021
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BAKER, GA",BAKER,GA,27.7,State Group 1,20.1,542,199,Georgia,542,13007
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"ALLEN, KY",ALLEN,KY,27.6,State Group 1,20.4,1248,327,Kentucky,1248,21003
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"TRAVIS, TX",TRAVIS,TX,27.6,State Group 1,27.3,309576,80753,Texas,309576,48453
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"STANTON, KS",STANTON,KS,27.6,State Group 1,14.3,98,29,Kansas,98,20187
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BARBER, KS",BARBER,KS,27.5,State Group 1,23.9,109,40,Kansas,109,20007
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"HEMPHILL, TX",HEMPHILL,TX,27.5,State Group 1,22.4,796,176,Texas,796,48211
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WILCOX, GA",WILCOX,GA,27.5,State Group 1,23.4,364,121,Georgia,364,13315
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"COLLINGSWORTH, TX",COLLINGSWORTH,TX,27.5,State Group 1,26.3,510,177,Texas,510,48087
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MARION, TX",MARION,TX,27.4,State Group 1,18.4,707,207,Texas,707,48315
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MASON, TX",MASON,TX,27.4,State Group 1,26.1,1145,420,Texas,1145,48319
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MACON, MO",MACON,MO,27.4,State Group 1,15.9,321,90,Missouri,321,29121
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WAYNE, GA",WAYNE,GA,27.4,State Group 1,20.7,836,246,Georgia,836,13305
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BRISCOE, TX",BRISCOE,TX,27.4,State Group 1,30.6,252,87,Texas,252,48045
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MORTON, KS",MORTON,KS,27.4,State Group 1,25,296,84,Kansas,296,20129
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"NEWTON, TX",NEWTON,TX,27.4,State Group 1,23.9,837,255,Texas,837,48351
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CRAWFORD, GA",CRAWFORD,GA,27.4,State Group 1,22.2,468,130,Georgia,468,13079
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"FISHER, TX",FISHER,TX,27.3,State Group 1,23.7,194,57,Texas,194,48151
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MARION, GA",MARION,GA,27.3,State Group 1,22.3,282,83,Georgia,282,13197
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"POLK, NC",POLK,NC,27.3,State Group 1,29,14994,6244,North Carolina,14994,37149
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BULLOCH, GA",BULLOCH,GA,27.2,State Group 1,20.6,2449,601,Georgia,2449,13031
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"JONES, TX",JONES,TX,27.2,State Group 1,19.8,773,211,Texas,773,48253
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MORRIS, TX",MORRIS,TX,27.1,State Group 1,18.2,5722,1687,Texas,5722,48343
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SIMPSON, KY",SIMPSON,KY,27.1,State Group 1,23.1,1275,317,Kentucky,1275,21213
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"VICTORIA, TX",VICTORIA,TX,27,State Group 1,20.6,8823,2209,Texas,8823,48469
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"KEARNY, KS",KEARNY,KS,27,State Group 1,17.5,137,44,Kansas,137,20093
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SCREVEN, GA",SCREVEN,GA,27,State Group 1,23.4,760,240,Georgia,760,13251
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"RENO, KS",RENO,KS,26.9,State Group 1,22.2,1819,525,Kansas,1819,20155
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MIDLAND, TX",MIDLAND,TX,26.9,State Group 1,24,5798,1553,Texas,5798,48329
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"EDWARDS, TX",EDWARDS,TX,26.9,State Group 1,20.7,584,167,Texas,584,48137
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BLECKLEY, GA",BLECKLEY,GA,26.8,State Group 1,21,544,154,Georgia,544,13023
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"GRAHAM, KS",GRAHAM,KS,26.8,State Group 1,20.7,261,71,Kansas,261,20065
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MCLEAN, KY",MCLEAN,KY,26.8,State Group 1,17.7,2021,770,Kentucky,2021,21149
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"DODGE, GA",DODGE,GA,26.7,State Group 1,22.3,763,229,Georgia,763,13091
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BEXAR, TX",BEXAR,TX,26.7,State Group 1,20.9,570516,145849,Texas,570516,48029
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"ADAMS, IL",ADAMS,IL,26.7,State Group 1,19.2,2134,622,Illinois,2134,17001
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"OTTAWA, KS",OTTAWA,KS,26.6,State Group 1,22.3,319,100,Kansas,319,20143
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MACON, NC",MACON,NC,26.6,State Group 1,27.5,4758,1856,North Carolina,4758,37113
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"GRADY, GA",GRADY,GA,26.6,State Group 1,24,981,293,Georgia,981,13131
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"DICKENS, TX",DICKENS,TX,26.6,State Group 1,24.1,79,21,Texas,79,48125
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CLARK, MO",CLARK,MO,26.5,State Group 1,17.6,669,217,Missouri,669,29045
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"FRANKLIN, MO",FRANKLIN,MO,26.4,State Group 1,18.5,1695,326,Missouri,1695,29071
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CEDAR, MO",CEDAR,MO,26.4,State Group 1,18.9,857,262,Missouri,857,29039
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WAYNE, IL",WAYNE,IL,26.4,State Group 1,18,3523,1228,Illinois,3523,17191
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"RICHMOND, NC",RICHMOND,NC,26.2,State Group 1,16.2,4798,1645,North Carolina,4798,37153
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"ROBERTS, TX",ROBERTS,TX,26.2,State Group 1,27.9,183,57,Texas,183,48393
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"COLQUITT, GA",COLQUITT,GA,26.2,State Group 1,21.5,2331,827,Georgia,2331,13071
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"FANNIN, GA",FANNIN,GA,26.2,State Group 1,27.4,5102,1976,Georgia,5102,13111
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"EVANS, GA",EVANS,GA,26.2,State Group 1,17.4,340,88,Georgia,340,13109
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"GREENUP, KY",GREENUP,KY,26.1,State Group 1,17.1,4977,1790,Kentucky,4977,21089
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CASS, TX",CASS,TX,26,State Group 1,17.8,4020,1155,Texas,4020,48067
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"NEW MADRID, MO",NEW MADRID,MO,26,State Group 1,18.6,9444,2781,Missouri,9444,29143
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CANDLER, GA",CANDLER,GA,25.9,State Group 1,21.1,370,93,Georgia,370,13043
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"GRANVILLE, NC",GRANVILLE,NC,25.9,State Group 1,19,12106,4092,North Carolina,12106,37077
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"FULTON, GA",FULTON,GA,25.9,State Group 1,27.6,307783,96655,Georgia,307783,13121
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SCOTLAND, MO",SCOTLAND,MO,25.9,State Group 1,16.7,174,46,Missouri,174,29199
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"FAYETTE, GA",FAYETTE,GA,25.9,State Group 1,25.9,16382,4979,Georgia,16382,13113
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"HOWARD, MO",HOWARD,MO,25.9,State Group 1,23.8,147,30,Missouri,147,29089
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WICHITA, KS",WICHITA,KS,25.7,State Group 1,25.7,136,31,Kansas,136,20203
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"PIKE, MO",PIKE,MO,25.7,State Group 1,18,183,47,Missouri,183,29163
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"HARRISON, TX",HARRISON,TX,25.7,State Group 1,19.8,3684,932,Texas,3684,48203
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"LIBERTY, GA",LIBERTY,GA,25.7,State Group 1,17.1,1890,374,Georgia,1890,13179
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SHACKELFORD, TX",SHACKELFORD,TX,25.7,State Group 1,23.4,265,80,Texas,265,48417
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SCOTT, KS",SCOTT,KS,25.5,State Group 1,23.2,419,94,Kansas,419,20171
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"PERSON, NC",PERSON,NC,25.4,State Group 1,16.2,10693,4534,North Carolina,10693,37145
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"HASKELL, TX",HASKELL,TX,25.4,State Group 1,19.2,287,76,Texas,287,48207
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"VANCE, NC",VANCE,NC,25.4,State Group 1,16.9,8934,3445,North Carolina,8934,37181
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"ONSLOW, NC",ONSLOW,NC,25.4,State Group 1,19.5,48742,13396,North Carolina,48742,37133
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MEADE, KS",MEADE,KS,25.4,State Group 1,21.1,142,43,Kansas,142,20119
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"HARVEY, KS",HARVEY,KS,25.3,State Group 1,17.9,1101,298,Kansas,1101,20079
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BOWIE, TX",BOWIE,TX,25.3,State Group 1,18.7,8908,2861,Texas,8908,48037
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"GLYNN, GA",GLYNN,GA,25.2,State Group 1,25.3,5150,1751,Georgia,5150,13127
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"COLE, MO",COLE,MO,25.2,State Group 1,21.6,1308,293,Missouri,1308,29051
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CALLAWAY, MO",CALLAWAY,MO,25.1,State Group 1,20.3,617,124,Missouri,617,29027
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CAMDEN, MO",CAMDEN,MO,25,State Group 1,24.1,2515,849,Missouri,2515,29029
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"FORSYTH, GA",FORSYTH,GA,24.9,State Group 1,28.9,44486,13835,Georgia,44486,13117
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"JASPER, MO",JASPER,MO,24.9,State Group 1,18.9,5944,1427,Missouri,5944,29097
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SCHUYLER, MO",SCHUYLER,MO,24.9,State Group 1,14.6,185,45,Missouri,185,29197
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"KINGMAN, KS",KINGMAN,KS,24.8,State Group 1,24.8,210,51,Kansas,210,20095
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"EFFINGHAM, GA",EFFINGHAM,GA,24.7,State Group 1,19.6,1929,430,Georgia,1929,13103
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CHATTAHOOCHEE, GA",CHATTAHOOCHEE,GA,24.6,State Group 1,28.5,207,51,Georgia,207,13053
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"VAL VERDE, TX",VAL VERDE,TX,24.6,State Group 1,16.6,5493,1275,Texas,5493,48465
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"JACKSON, NC",JACKSON,NC,24.6,State Group 1,24.6,3623,1048,North Carolina,3623,37099
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"HICKORY, MO",HICKORY,MO,24.5,State Group 1,18.8,542,151,Missouri,542,29085
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"SALINE, IL",SALINE,IL,24.5,State Group 1,19,7207,3071,Illinois,7207,17165
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"TATTNALL, GA",TATTNALL,GA,24.4,State Group 1,19.6,565,165,Georgia,565,13267
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BREWSTER, TX",BREWSTER,TX,24.3,State Group 1,23.1,536,169,Texas,536,48043
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"PRATT, KS",PRATT,KS,24.2,State Group 1,21.6,306,72,Kansas,306,20151
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WARREN, KY",WARREN,KY,24.2,State Group 1,20.2,7379,1569,Kentucky,7379,21227
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"STARR, TX",STARR,TX,24,State Group 1,16,1497,214,Texas,1497,48427
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"NEWTON, MO",NEWTON,MO,23.9,State Group 1,19.1,1730,418,Missouri,1730,29145
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BOYD, KY",BOYD,KY,23.8,State Group 1,16,8065,2592,Kentucky,8065,21019
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"FINNEY, KS",FINNEY,KS,23.6,State Group 1,17.1,1559,355,Kansas,1559,20055
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"DIMMIT, TX",DIMMIT,TX,23.4,State Group 1,13.6,931,228,Texas,931,48127
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"JO DAVIESS, IL",JO DAVIESS,IL,23.2,State Group 1,19.6,7459,2401,Illinois,7459,17085
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"DURHAM, NC",DURHAM,NC,23.2,State Group 1,20.9,101422,30275,North Carolina,101422,37063
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"ADAIR, MO",ADAIR,MO,23.1,State Group 1,20.5,581,156,Missouri,581,29001
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"TAYLOR, TX",TAYLOR,TX,23,State Group 1,19.4,8083,1933,Texas,8083,48441
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"LOGAN, KY",LOGAN,KY,23,State Group 1,17.5,995,300,Kentucky,995,21141
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"CARTERET, NC",CARTERET,NC,23,State Group 1,21.3,12250,3885,North Carolina,12250,37031
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MCDONALD, MO",MCDONALD,MO,23,State Group 1,18.1,840,190,Missouri,840,29119
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"BOONE, MO",BOONE,MO,22.9,State Group 1,21.5,5074,694,Missouri,5074,29019
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WILSON, TX",WILSON,TX,22.9,State Group 1,18.2,5983,1280,Texas,5983,48493
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"GRAY, KS",GRAY,KS,22.7,State Group 1,20.2,238,52,Kansas,238,20069
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"FRANKLIN, TX",FRANKLIN,TX,22.6,State Group 1,18.2,3910,1210,Texas,3910,48159
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"RAY, MO",RAY,MO,22.6,State Group 1,14.8,8898,1723,Missouri,8898,29177
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"WARREN, MO",WARREN,MO,22.5,State Group 1,16.4,440,55,Missouri,440,29219
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"JIM HOGG, TX",JIM HOGG,TX,22.5,State Group 1,14.6,267,58,Texas,267,48247
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"HARPER, KS",HARPER,KS,22.3,State Group 1,16.2,130,35,Kansas,130,20077
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"LA SALLE, TX",LA SALLE,TX,22.3,State Group 1,14.9,525,106,Texas,525,48283
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"KENEDY, TX",KENEDY,TX,NA,State Group 1,NA,18,10 or fewer,Texas,18,48261
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"MONROE, MO",MONROE,MO,22.2,State Group 1,25.7,167,52,Missouri,167,29137
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"EL PASO, TX",EL PASO,TX,22.1,State Group 1,21.7,8048,1586,Texas,8048,48141
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,"LACLEDE, MO",LACLEDE,MO,22,State Group 1,14.4,8115,1364,Missouri,8115,29105
