index,page,link,partition_key,file_name,file_extension,file_size_bytes,modified_at,external_id,download_link
0,1,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45ae6e279917/link,2020-01,data_01bd93b4-0105-ee24-0042-fa0702f29bee_23_4_0.csv.gz,.csv.gz,209728708,2025-07-09T16:53:19.197000+00:00,dwll_0197fe6d-c1b9-7bb3-8ad0-45ae6e279917,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45ae6e279917/link
1,1,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45b8851bc5e0/link,2020-01,data_01bd93b4-0105-ee24-0042-fa0702f29bee_23_4_1.csv.gz,.csv.gz,209768626,2025-07-09T16:55:24.590000+00:00,dwll_0197fe6d-c1b9-7bb3-8ad0-45b8851bc5e0,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45b8851bc5e0/link
2,1,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45c0a6c2b0ee/link,2020-01,data_01bd93b4-0105-ee24-0042-fa0702f29bee_23_4_2.csv.gz,.csv.gz,209766830,2025-07-09T16:57:35.444000+00:00,dwll_0197fe6d-c1b9-7bb3-8ad0-45c0a6c2b0ee,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45c0a6c2b0ee/link
3,1,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45d96845d3cf/link,2020-01,data_01bd93b4-0105-ee24-0042-fa0702f29bee_23_4_3.csv.gz,.csv.gz,198420307,2025-07-09T16:59:29.644000+00:00,dwll_0197fe6d-c1b9-7bb3-8ad0-45d96845d3cf,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45d96845d3cf/link
4,1,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45e0819775a2/link,2020-02,data_01bd93b4-0105-ee24-0042-fa0702f29bee_53_6_0.csv.gz,.csv.gz,209753361,2025-07-09T16:54:01.956000+00:00,dwll_0197fe6d-c1b9-7bb3-8ad0-45e0819775a2,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45e0819775a2/link
5,1,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45f776b670d3/link,2020-02,data_01bd93b4-0105-ee24-0042-fa0702f29bee_53_6_1.csv.gz,.csv.gz,209761265,2025-07-09T16:55:24.695000+00:00,dwll_0197fe6d-c1b9-7bb3-8ad0-45f776b670d3,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-45f776b670d3/link
6,1,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-4606a90a94c0/link,2020-02,data_01bd93b4-0105-ee24-0042-fa0702f29bee_53_6_2.csv.gz,.csv.gz,209766212,2025-07-09T16:57:52.059000+00:00,dwll_0197fe6d-c1b9-7bb3-8ad0-4606a90a94c0,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-4606a90a94c0/link
7,1,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-4612531f3a89/link,2020-02,data_01bd93b4-0105-ee24-0042-fa0702f29bee_53_6_3.csv.gz,.csv.gz,188923358,2025-07-09T16:59:35.707000+00:00,dwll_0197fe6d-c1b9-7bb3-8ad0-4612531f3a89,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-4612531f3a89/link
8,1,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-4624de405818/link,2020-03,data_01bd93b4-0105-ee24-0042-fa0702f29bee_63_6_0.csv.gz,.csv.gz,209717764,2025-07-09T16:53:33.005000+00:00,dwll_0197fe6d-c1b9-7bb3-8ad0-4624de405818,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-4624de405818/link
9,1,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-463a003fedb9/link,2020-03,data_01bd93b4-0105-ee24-0042-fa0702f29bee_63_6_1.csv.gz,.csv.gz,209756119,2025-07-09T16:55:53.447000+00:00,dwll_0197fe6d-c1b9-7bb3-8ad0-463a003fedb9,https://app.deweydata.io/api/v1/downloads/0197fe6d-c1b9-7bb3-8ad0-463a003fedb9/link
