index,page,link,partition_key,file_name,file_extension,file_size_bytes,modified_at,external_id,download_link,partition_key_dt,date,is_weekday,year,month,date_dt
512,11,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba32fbf02866/link,2023-04-03,part-00000-tid-4012251585109780606-fbf70cdc-1f41-4701-8adf-215b05967336-45414-1-c000.snappy.parquet,.snappy.parquet,9393032,2025-02-11T19:07:39.409000+00:00,dwll_01980af8-7049-7c51-8a4a-ba32fbf02866,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba32fbf02866/link,2023-04-03,2023-04-03,True,2023,4,2023-04-03
513,11,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba4fe27de806/link,2023-04-03,part-00001-tid-4012251585109780606-fbf70cdc-1f41-4701-8adf-215b05967336-45415-1-c000.snappy.parquet,.snappy.parquet,9354870,2025-02-11T19:08:03.977000+00:00,dwll_01980af8-7049-7c51-8a4a-ba4fe27de806,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba4fe27de806/link,2023-04-03,2023-04-03,True,2023,4,2023-04-03
514,11,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba5c3d82723d/link,2023-04-03,part-00002-tid-4012251585109780606-fbf70cdc-1f41-4701-8adf-215b05967336-45416-1-c000.snappy.parquet,.snappy.parquet,9280285,2025-02-11T19:08:39.425000+00:00,dwll_01980af8-7049-7c51-8a4a-ba5c3d82723d,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba5c3d82723d/link,2023-04-03,2023-04-03,True,2023,4,2023-04-03
515,11,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba60c0e73b56/link,2023-04-03,part-00003-tid-4012251585109780606-fbf70cdc-1f41-4701-8adf-215b05967336-45417-1-c000.snappy.parquet,.snappy.parquet,9233310,2025-02-11T19:08:48.213000+00:00,dwll_01980af8-7049-7c51-8a4a-ba60c0e73b56,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba60c0e73b56/link,2023-04-03,2023-04-03,True,2023,4,2023-04-03
516,11,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba768ce8b935/link,2023-04-03,part-00004-tid-4012251585109780606-fbf70cdc-1f41-4701-8adf-215b05967336-45418-1-c000.snappy.parquet,.snappy.parquet,9253466,2025-02-11T19:07:20.372000+00:00,dwll_01980af8-7049-7c51-8a4a-ba768ce8b935,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba768ce8b935/link,2023-04-03,2023-04-03,True,2023,4,2023-04-03
517,11,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba8b9744c4be/link,2023-04-03,part-00005-tid-4012251585109780606-fbf70cdc-1f41-4701-8adf-215b05967336-45419-1-c000.snappy.parquet,.snappy.parquet,9301206,2025-02-11T19:07:39.347000+00:00,dwll_01980af8-7049-7c51-8a4a-ba8b9744c4be,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba8b9744c4be/link,2023-04-03,2023-04-03,True,2023,4,2023-04-03
518,11,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba9383ea1a8b/link,2023-04-03,part-00006-tid-4012251585109780606-fbf70cdc-1f41-4701-8adf-215b05967336-45420-1-c000.snappy.parquet,.snappy.parquet,9265078,2025-02-11T19:08:03.996000+00:00,dwll_01980af8-7049-7c51-8a4a-ba9383ea1a8b,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-ba9383ea1a8b/link,2023-04-03,2023-04-03,True,2023,4,2023-04-03
519,11,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-baa5a6b21568/link,2023-04-03,part-00007-tid-4012251585109780606-fbf70cdc-1f41-4701-8adf-215b05967336-45421-1-c000.snappy.parquet,.snappy.parquet,9340874,2025-02-11T19:08:48.244000+00:00,dwll_01980af8-7049-7c51-8a4a-baa5a6b21568,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-baa5a6b21568/link,2023-04-03,2023-04-03,True,2023,4,2023-04-03
520,11,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-bab34ff7062a/link,2023-04-03,part-00008-tid-4012251585109780606-fbf70cdc-1f41-4701-8adf-215b05967336-45422-1-c000.snappy.parquet,.snappy.parquet,9186197,2025-02-11T19:07:20.358000+00:00,dwll_01980af8-7049-7c51-8a4a-bab34ff7062a,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-bab34ff7062a/link,2023-04-03,2023-04-03,True,2023,4,2023-04-03
521,11,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-bac17e92e800/link,2023-04-03,part-00009-tid-4012251585109780606-fbf70cdc-1f41-4701-8adf-215b05967336-45423-1-c000.snappy.parquet,.snappy.parquet,9291890,2025-02-11T19:07:39.344000+00:00,dwll_01980af8-7049-7c51-8a4a-bac17e92e800,https://app.deweydata.io/api/v1/downloads/01980af8-7049-7c51-8a4a-bac17e92e800/link,2023-04-03,2023-04-03,True,2023,4,2023-04-03
