index,page,link,partition_key,file_name,file_extension,file_size_bytes,modified_at,external_id,download_link,partition_key_dt,date,is_weekday,year,month,date_dt
10,1,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d211affd024/link,2020-03-02,part-00000-tid-670026268333357701-15072deb-0c06-4a36-be68-641d3d1a8cf3-16519-1-c000.snappy.parquet,.snappy.parquet,394998996,2025-02-11T18:45:20.062000+00:00,dwll_01981048-1ffd-7482-a5df-8d211affd024,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d211affd024/link,2020-03-02,2020-03-02,True,2020,3,2020-03-02
11,1,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d32138a75a2/link,2020-03-02,part-00001-tid-670026268333357701-15072deb-0c06-4a36-be68-641d3d1a8cf3-16520-1-c000.snappy.parquet,.snappy.parquet,427275516,2025-02-11T18:49:25.458000+00:00,dwll_01981048-1ffd-7482-a5df-8d32138a75a2,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d32138a75a2/link,2020-03-02,2020-03-02,True,2020,3,2020-03-02
12,1,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d4c1e70c83f/link,2020-03-02,part-00002-tid-670026268333357701-15072deb-0c06-4a36-be68-641d3d1a8cf3-16521-1-c000.snappy.parquet,.snappy.parquet,426759510,2025-02-11T18:53:15.164000+00:00,dwll_01981048-1ffd-7482-a5df-8d4c1e70c83f,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d4c1e70c83f/link,2020-03-02,2020-03-02,True,2020,3,2020-03-02
13,1,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d5105f05231/link,2020-03-02,part-00003-tid-670026268333357701-15072deb-0c06-4a36-be68-641d3d1a8cf3-16522-1-c000.snappy.parquet,.snappy.parquet,426297426,2025-02-11T18:56:20.711000+00:00,dwll_01981048-1ffd-7482-a5df-8d5105f05231,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d5105f05231/link,2020-03-02,2020-03-02,True,2020,3,2020-03-02
14,1,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d656a8c1c6f/link,2020-03-02,part-00004-tid-670026268333357701-15072deb-0c06-4a36-be68-641d3d1a8cf3-16523-1-c000.snappy.parquet,.snappy.parquet,425708946,2025-02-11T18:59:55.551000+00:00,dwll_01981048-1ffd-7482-a5df-8d656a8c1c6f,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d656a8c1c6f/link,2020-03-02,2020-03-02,True,2020,3,2020-03-02
15,1,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d709e69a479/link,2020-03-02,part-00005-tid-670026268333357701-15072deb-0c06-4a36-be68-641d3d1a8cf3-16524-1-c000.snappy.parquet,.snappy.parquet,392015275,2025-02-11T18:45:20.095000+00:00,dwll_01981048-1ffd-7482-a5df-8d709e69a479,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d709e69a479/link,2020-03-02,2020-03-02,True,2020,3,2020-03-02
16,1,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d8972748a63/link,2020-03-02,part-00006-tid-670026268333357701-15072deb-0c06-4a36-be68-641d3d1a8cf3-16525-1-c000.snappy.parquet,.snappy.parquet,424754997,2025-02-11T18:49:25.490000+00:00,dwll_01981048-1ffd-7482-a5df-8d8972748a63,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d8972748a63/link,2020-03-02,2020-03-02,True,2020,3,2020-03-02
17,1,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d982ea72f16/link,2020-03-02,part-00007-tid-670026268333357701-15072deb-0c06-4a36-be68-641d3d1a8cf3-16526-1-c000.snappy.parquet,.snappy.parquet,424143075,2025-02-11T18:53:15.138000+00:00,dwll_01981048-1ffd-7482-a5df-8d982ea72f16,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8d982ea72f16/link,2020-03-02,2020-03-02,True,2020,3,2020-03-02
18,1,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8da9f62f0638/link,2020-03-02,part-00008-tid-670026268333357701-15072deb-0c06-4a36-be68-641d3d1a8cf3-16527-1-c000.snappy.parquet,.snappy.parquet,423637291,2025-02-11T18:56:20.676000+00:00,dwll_01981048-1ffd-7482-a5df-8da9f62f0638,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8da9f62f0638/link,2020-03-02,2020-03-02,True,2020,3,2020-03-02
19,1,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8dbcf64106ce/link,2020-03-02,part-00009-tid-670026268333357701-15072deb-0c06-4a36-be68-641d3d1a8cf3-16528-1-c000.snappy.parquet,.snappy.parquet,422288847,2025-02-11T18:45:20.011000+00:00,dwll_01981048-1ffd-7482-a5df-8dbcf64106ce,https://app.deweydata.io/api/v1/downloads/01981048-1ffd-7482-a5df-8dbcf64106ce/link,2020-03-02,2020-03-02,True,2020,3,2020-03-02
